"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.40708556901679e-82,-0.354313592925154,0.287,0.454,1.09997757595707e-77,"0","Vps37b"
3.94072968787979e-82,-0.250815951014437,0.025,0.116,1.27226457973199e-77,"0","Nde1"
5.08878081075281e-82,-0.330898520293231,0.153,0.294,1.64291288475154e-77,"0","Gab1"
5.62784886780958e-82,-0.432934282889418,0.272,0.427,1.81695100697232e-77,"0","H1fx"
5.97727756030974e-82,-0.276110816882704,0.113,0.245,1.929764060346e-77,"0","Stxbp4"
1.3589178125657e-81,-0.337439143920756,0.338,0.494,4.38726615786836e-77,"0","Atp5c1"
1.76408818663016e-81,-0.431463029078415,0.055,0.159,5.69535871053547e-77,"0","Rbms1"
1.9880280516696e-81,-0.897749132059407,0.022,0.108,6.41834856481529e-77,"0","Dlx6os1"
2.75538895402755e-81,-0.263790737902617,0.078,0.196,8.89577323807793e-77,"0","Acot1"
3.02078750544443e-81,-0.400492454265698,0.097,0.218,9.75261246132734e-77,"0","Smc2"
3.50621203497396e-81,-0.354033116800891,0.066,0.176,1.13198055549134e-76,"0","Iqsec1"
4.62319247837368e-81,0.311981850459143,0.76,0.625,1.49259769164294e-76,"0","Neurod6"
8.35594032081393e-81,-0.978348075135552,0.114,0.232,2.69771533257478e-76,"0","Top2a"
8.46751082545059e-81,-0.627041720929752,0.123,0.248,2.73373586999672e-76,"0","Pcdh15"
8.77354403661186e-81,0.273731226476669,0.9,0.842,2.83253869222014e-76,"0","Akt3"
1.89598766871436e-80,-0.266301975588141,0.027,0.118,6.12119618844432e-76,"0","Itgav"
2.24349006489577e-80,-0.263990444700121,0.066,0.178,7.24310767451599e-76,"0","Cks1b"
2.49959373314648e-80,-0.323867583342374,0.358,0.519,8.0699383674634e-76,"0","Nedd8"
2.62351330824239e-80,-0.290388140765652,0.256,0.423,8.47001271566056e-76,"0","Ndufs5"
3.12357741989592e-80,-0.359794301023374,0.251,0.405,1.0084469700134e-75,"0","Cdk2ap1"
3.74212902560909e-80,-0.34861455202114,0.436,0.577,1.2081463559179e-75,"0","Gnb2"
5.98582162339628e-80,-0.271153341117787,0.204,0.364,1.93252251111349e-75,"0","Lamp1"
8.40814135746531e-80,-0.383480139851517,0.3,0.463,2.71456843725767e-75,"0","Hspa5"
1.18726900479577e-79,-0.274765873371893,0.233,0.398,3.83309798198313e-75,"0","Mrps33"
1.66930586317766e-79,0.304187599252173,0.782,0.72,5.38935397926908e-75,"0","Sbf2"
2.15316781471107e-79,-0.363310486119786,0.051,0.154,6.95150228979468e-75,"0","Serpinh1"
2.50864181464463e-79,0.33050958616721,0.675,0.559,8.09915009858019e-75,"0","Nfasc"
2.66626454271584e-79,0.430098436935886,0.545,0.433,8.60803507615811e-75,"0","Usp29"
2.78196745244951e-79,0.545754424897171,0.81,0.737,8.98158192023326e-75,"0","Lsamp"
3.24847325148941e-79,-0.256733175833459,0.192,0.349,1.04876958924336e-74,"0","Coro2b"
3.68175329812436e-79,-0.437603114376496,0.366,0.516,1.18865405229945e-74,"0","Ube2s"
4.07364335003051e-79,-0.268954143482274,0.163,0.31,1.31517575555735e-74,"0","Golim4"
4.31478134864894e-79,-0.563400706008131,0.135,0.264,1.39302715841131e-74,"0","Fbxl7"
5.26074320056617e-79,-0.373849647191275,0.362,0.507,1.69843094230279e-74,"0","Nap1l1"
1.12288744962596e-78,-0.255589962571546,0.194,0.349,3.6252421311174e-74,"0","Edf1"
1.1697325955165e-78,-0.255347878985873,0.063,0.172,3.77648168462503e-74,"0","Cradd"
1.61646620681394e-78,-0.328247516748019,0.582,0.699,5.21876114869879e-74,"0","Cox7c"
3.13484632936515e-78,-0.289718117492555,0.253,0.412,1.01208513743554e-73,"0","Hsbp1"
3.17052821461538e-78,-0.466342613110783,0.049,0.147,1.02360503408858e-73,"0","Cenpa"
3.60422857319983e-78,-0.366607028043132,0.536,0.682,1.16362519485756e-73,"0","Kat6b"
8.72296055552818e-78,0.366854785834938,0.168,0.083,2.81620781535227e-73,"0","Gm13883"
1.02769693684225e-77,-0.273570461705627,0.018,0.1,3.3179195605952e-73,"0","Tns1"
1.20874094103294e-77,-0.29684189531213,0.262,0.422,3.90242012812485e-73,"0","Psmb5"
2.02285081192932e-77,0.412276800129924,0.479,0.376,6.53077384631382e-73,"0","Asap1"
2.05136550847697e-77,-0.408183696319008,0.025,0.111,6.62283354411789e-73,"0","Ect2"
2.21920824180571e-77,-0.539580155908048,0.288,0.438,7.16471380866973e-73,"0","Rora"
3.41194367910671e-77,-0.267466702626692,0.02,0.103,1.1015460167996e-72,"0","Phactr2"
3.63180486216336e-77,-0.269758065965591,0.043,0.14,1.17252819974944e-72,"0","Iqgap2"
3.96073182087933e-77,-0.304462477033793,0.074,0.185,1.27872226837089e-72,"0","Plagl1"
4.0621738091692e-77,-0.412268563214683,0.559,0.659,1.31147281429028e-72,"0","Npm1"
6.17572544770152e-77,-0.406524379526685,0.031,0.119,1.99383296079043e-72,"0","Kif11"
6.6158537730183e-77,-0.694834875755335,0.059,0.16,2.13592839061896e-72,"0","Grid2"
6.68492803491607e-77,-0.25788250550747,0.229,0.392,2.15822901607265e-72,"0","Ndufa6"
7.26087578738869e-77,-0.28120107037699,0.141,0.278,2.34417374795844e-72,"0","Socs2"
8.41575061689838e-77,-0.343674803061836,0.281,0.432,2.71702508666564e-72,"0","Ldhb"
8.67749416541364e-77,-0.319836857727379,0.33,0.491,2.80152899130379e-72,"0","Rdx"
1.13700176113902e-76,-0.313878261417717,0.306,0.465,3.67081018583734e-72,"0","Calm3"
1.3187532117549e-76,-0.412971484862055,0.062,0.166,4.25759474415069e-72,"0","Apcdd1"
1.32186819154545e-76,-0.521186866305282,0.497,0.63,4.26765145640448e-72,"0","Ckb"
1.4111855877983e-76,0.408165688485957,0.497,0.394,4.5560126702068e-72,"0","AC149090.1"
1.53911995335589e-76,-0.374235576498359,0.022,0.104,4.9690487694095e-72,"0","Mis18bp1"
1.57438193770449e-76,-0.290279004123038,0.265,0.427,5.08289208587895e-72,"0","Smdt1"
1.75257699879652e-76,-0.375991342150263,0.031,0.119,5.65819484061457e-72,"0","Tpx2"
2.52973552328492e-76,-0.309749108639473,0.022,0.106,8.16725113692535e-72,"0","Mcc"
2.9335021873389e-76,-0.291593925236836,0.156,0.295,9.47081181182364e-72,"0","Mcu"
3.04351172726305e-76,-0.415980504509478,0.248,0.401,9.82597761146876e-72,"0","Tuba1b"
6.85537559692003e-76,0.467558908605251,0.845,0.773,2.21325801146563e-71,"0","Nlgn1"
7.48008097972108e-76,-0.265924353613075,0.241,0.403,2.41494414430295e-71,"0","Tmed10"
7.59246867137347e-76,-0.367814328970756,0.418,0.556,2.45122851055292e-71,"0","Rbm3"
8.41173923996924e-76,-0.255573279571153,0.227,0.389,2.71573001362407e-71,"0","Ndn"
1.42011067392323e-75,-0.353335045457185,0.022,0.104,4.58482731076116e-71,"0","Kif23"
1.75621699736753e-75,-0.254217675888584,0.219,0.375,5.66994657600106e-71,"0","Eif3m"
4.70152204913052e-75,-0.261683283537243,0.221,0.381,1.51788639356179e-70,"0","Clint1"
7.11377375615597e-75,-0.279582313181716,0.064,0.169,2.29668185717496e-70,"0","Cbfa2t3"
8.34932577085479e-75,-0.265968843321695,0.218,0.373,2.69557982512047e-70,"0","Sfr1"
8.93267731539203e-75,-0.300188520249659,0.158,0.295,2.88391487127432e-70,"0","Dennd2a"
9.57333122929895e-75,0.371050807091221,0.59,0.508,3.09074998737917e-70,"0","Atp2b1"
9.84540502274179e-75,-0.299861104466868,0.178,0.321,3.17858901159219e-70,"0","Scrn1"
1.04995695409233e-74,-0.279314133355506,0.234,0.393,3.3897860262871e-70,"0","Ndufb7"
1.34139138832347e-74,0.419989868066322,0.197,0.106,4.33068209720231e-70,"0","Cntn1"
1.77588524931858e-74,-0.260715710890656,0.207,0.359,5.73344552742505e-70,"0","Tomm7"
2.89700806074928e-74,-0.280946568958164,0.19,0.337,9.35299052412905e-70,"0","Pik3c2a"
4.27620866945104e-74,-0.341729415531116,0.039,0.13,1.38057396893227e-69,"0","Cdk1"
6.35645027859649e-74,0.393523022505146,0.184,0.1,2.05217997244488e-69,"0","Nt5dc3"
6.9452949015839e-74,-0.32334612763874,0.435,0.605,2.24228845897636e-69,"0","Chd9"
7.00086536222613e-74,-0.36384721581374,0.337,0.487,2.26022938219471e-69,"0","Calr"
8.06404457109308e-74,-0.326251205932826,0.041,0.134,2.6034767897774e-69,"0","Gm13889"
9.5488369987852e-74,-0.323617927039473,0.494,0.632,3.0828420250578e-69,"0","Ctnnb1"
9.88647964904424e-74,-0.338359773591071,0.252,0.404,3.19184995469393e-69,"0","Tmpo"
1.26584657420906e-73,-0.289886824936529,0.296,0.454,4.08678566483396e-69,"0","Ubl5"
1.32343467215479e-73,0.507360602356214,0.391,0.287,4.27270883905175e-69,"0","Flrt2"
1.43573296117554e-73,-0.355411872800011,0.182,0.322,4.63526386515523e-69,"0","Lima1"
1.4931038267139e-73,-0.492427936426411,0.229,0.369,4.82048570454582e-69,"0","Bcl11b"
2.45472680565838e-73,-0.302742220470546,0.282,0.435,7.92508549206808e-69,"0","Tceal9"
3.43442098020224e-73,-0.286649719609123,0.254,0.407,1.10880281345829e-68,"0","Pomp"
3.70036534302686e-73,-0.252427257239906,0.035,0.124,1.19466295099622e-68,"0","Gldc"
5.99402718589094e-73,-0.319248843441426,0.317,0.473,1.93517167696489e-68,"0","Hspe1"
9.66709324065071e-73,-1.42443917124834,0.023,0.102,3.12102105274408e-68,"0","Nxph1"
1.08352414066043e-72,-0.38488338992613,0.032,0.118,3.49815768812219e-68,"0","Angpt1"
1.17097832190742e-72,-0.315647039822581,0.271,0.425,3.7805035122781e-68,"0","Fxyd6"
1.22644396589884e-72,-0.296826257945126,0.333,0.497,3.9595743439044e-68,"0","Selenof"
1.24268122359879e-72,-0.657140261302025,0.328,0.484,4.01199633038868e-68,"0","Bsg"
2.23840805042619e-72,-0.273370059438718,0.101,0.219,7.22670039080097e-68,"0","Rprm"
2.82319643939586e-72,-0.271534931436056,0.031,0.117,9.11468970458954e-68,"0","Etv1"
3.39649721682915e-72,-0.349452733574055,0.072,0.175,1.09655912645329e-67,"0","Ttyh1"
3.5267536714756e-72,-0.348779096373011,0.218,0.361,1.1386124228359e-67,"0","Slc16a2"
4.3234532531174e-72,-0.342533760448839,0.196,0.342,1.39582688276895e-67,"0","Tubb4b"
5.47772084609532e-72,-0.272025260991977,0.12,0.243,1.76848217516187e-67,"0","Ulk4"
6.39898139489007e-72,0.351099309797783,0.196,0.108,2.06591114334026e-67,"0","Gm19938"
7.01674385840826e-72,-0.268829601396646,0.272,0.431,2.26535575468711e-67,"0","Atp5g3"
7.89898793139972e-72,-0.318437729088377,0.102,0.219,2.5501882536524e-67,"0","Atad2"
9.8158857435469e-72,-0.415786426576465,0.262,0.411,3.16905871230412e-67,"0","Zfhx4"
1.99450383876246e-71,-0.284815900425761,0.287,0.44,6.43925564344459e-67,"0","Akr1a1"
2.04785432611572e-71,-0.318557368334261,0.421,0.569,6.61149769186459e-67,"0","Slc25a3"
3.1743550535481e-71,-0.257861263753979,0.246,0.403,1.024840529038e-66,"0","Fis1"
3.53599880622607e-71,-0.638628671317069,0.036,0.122,1.14159721459009e-66,"0","Thsd7b"
4.13557650327605e-71,-0.352961625960247,0.465,0.579,1.33517087408267e-66,"0","Atp5b"
4.94540380636523e-71,-0.300599734417715,0.027,0.109,1.59662361888501e-66,"0","Epb41l4a"
5.20239840822404e-71,-0.394867205883797,0.626,0.697,1.67959432609513e-66,"0","Marcksl1"
5.90372006298146e-71,-0.262940769705798,0.16,0.296,1.90601602233356e-66,"0","Sipa1l2"
9.49370677145658e-71,-0.292167724958417,0.31,0.464,3.06504323116476e-66,"0","Ndufa13"
1.06009092865061e-70,-0.26863538330455,0.123,0.248,3.42250356314849e-66,"0","Dut"
1.8347555188151e-70,-0.276636640857511,0.253,0.405,5.92350819249454e-66,"0","Taldo1"
2.42875183199732e-70,-0.610297932191177,0.29,0.428,7.84122528960335e-66,"0","Cdon"
2.94915364505671e-70,-0.858254788506933,0.087,0.19,9.5213425430656e-66,"0","Sparc"
5.180421018998e-70,-0.35329747435329,0.122,0.243,1.6724989259835e-65,"0","Pigk"
5.74806068616531e-70,-0.445856461778899,0.089,0.196,1.85576139252847e-65,"0","Cntnap4"
7.04503344590888e-70,-0.281063533813759,0.269,0.418,2.27448904801168e-65,"0","Ppdpf"
8.64198175175684e-70,-0.291764721859581,0.309,0.464,2.79006380855470e-65,"0","Tbca"
8.80675539901398e-70,-0.264281852409946,0.223,0.373,2.84326098057166e-65,"0","Ncor2"
9.8410092921815e-70,-0.253567240215762,0.238,0.391,3.1771698499808e-65,"0","Snrpd3"
1.00535590332855e-69,-0.385594339722505,0.609,0.692,3.24579153389622e-65,"0","Dynll1"
1.1210419883545e-69,-0.482586340471592,0.324,0.47,3.6192840594025e-65,"0","Cdk14"
1.51946525056372e-69,-0.282587421448433,0.122,0.244,4.90559356144496e-65,"0","Ctsl"
2.14281116152155e-69,-0.320356034500376,0.616,0.731,6.91806583497233e-65,"0","App"
2.38424086416133e-69,-0.465583273940934,0.052,0.144,7.69752162994487e-65,"0","Lama2"
2.84620711375301e-69,-0.508115005619621,0.054,0.147,9.18897966675158e-65,"0","Hes5"
3.09233690250741e-69,-0.278286737551152,0.106,0.222,9.98360968974517e-65,"0","Disp3"
3.45872422693086e-69,-0.264802181518586,0.174,0.311,1.11664911666463e-64,"0","Mmd2"
8.68478066518799e-69,-0.682182522735662,0.16,0.282,2.80388143775594e-64,"0","Mt3"
1.07182008163337e-68,-0.26069679117179,0.251,0.402,3.46037113355334e-64,"0","Uqcr11"
1.50902950347847e-68,0.263409410940933,0.853,0.796,4.87190175198025e-64,"0","Rtn4"
2.10907320092212e-68,-0.390478282108759,0.301,0.45,6.80914282917705e-64,"0","Tmtc2"
2.89530120100426e-68,-0.254244730318792,0.25,0.399,9.34747992744227e-64,"0","Psma2"
3.10557632849001e-68,-0.25793132355754,0.244,0.398,1.002635317653e-63,"0","Ndufb1-ps"
3.34063487835908e-68,-0.351059049101327,0.045,0.134,1.07852397047823e-63,"0","Cdca8"
4.50645539210208e-68,-0.287031467718844,0.313,0.463,1.45490912334016e-63,"0","Tle5"
4.71800492284388e-68,-0.497905449235317,0.088,0.192,1.52320788934015e-63,"0","Cks2"
7.01920496078751e-68,-0.429897408002131,0.661,0.715,2.26615032159025e-63,"0","Calm1"
1.12987999521938e-67,-0.403856374045402,0.373,0.518,3.64781756456577e-63,"0","2610035D17Rik"
1.27424558771294e-67,0.329457806080818,0.681,0.601,4.11390187993122e-63,"0","Tspan5"
1.99009432137019e-67,-0.257807541717791,0.121,0.241,6.42501951654364e-63,"0","Metap1d"
2.00837098517101e-67,-0.250762468942326,0.064,0.161,6.48402572562459e-63,"0","Nes"
2.07404880865002e-67,0.286931972320197,0.807,0.753,6.6960665787266e-63,"0","Gnaq"
3.16036579425359e-67,-0.255040359673442,0.211,0.357,1.02032409667477e-62,"0","Fndc3a"
3.4456513844367e-67,-0.317558170774455,0.053,0.144,1.11242854946539e-62,"0","Phgdh"
6.68452376822641e-67,-0.298170324054228,0.22,0.364,2.1580984985719e-62,"0","Snrpn"
8.17074043864325e-67,0.404654748707757,0.541,0.453,2.63792355061597e-62,"0","St6galnac3"
8.6248231150052e-67,-0.302726734772721,0.046,0.134,2.78452414267943e-62,"0","Incenp"
8.85187346795368e-67,-0.437420111494391,0.904,0.916,2.85782734912885e-62,"0","Tubb5"
1.23070497465261e-66,-0.313648894455271,0.594,0.688,3.97333101066594e-62,"0","Eif4a1"
1.47634265183652e-66,0.335201458457803,0.604,0.525,4.7663722514542e-62,"0","Plppr3"
1.68915377783287e-66,-0.254748795003998,0.207,0.35,5.45343297173343e-62,"0","Rad21"
1.80471134054542e-66,0.329183436125337,0.566,0.484,5.82651056295089e-62,"0","Nrxn2"
1.80760920925158e-66,-0.378774211079192,0.068,0.164,5.83586633206873e-62,"0","Zic1"
1.95873453854428e-66,-0.513866173194963,0.025,0.1,6.3237744576902e-62,"0","Maf"
2.72498790796959e-66,-0.274300424092905,0.274,0.422,8.79762346087983e-62,"0","Atp5g1"
3.44730314886239e-66,0.348858543742081,0.439,0.328,1.11296182161022e-61,"0","Pou3f1"
3.94482631481854e-66,-0.273276299551657,0.238,0.385,1.27358717573917e-61,"0","Pdia3"
4.86640838189253e-66,-0.33148598555432,0.035,0.117,1.571119946094e-61,"0","Kif15"
5.42175743579604e-66,0.257483990829471,0.118,0.052,1.75041438814675e-61,"0","C630031E19Rik"
5.86378710386467e-66,-0.250161197463479,0.228,0.374,1.89312366648271e-61,"0","Dctn3"
6.32813662239792e-66,-0.260305230725742,0.253,0.402,2.04303890854117e-61,"0","Pgam1"
7.41249476697772e-66,-0.666995000551568,0.113,0.221,2.39312393551876e-61,"0","Gabrb1"
9.00766632090968e-66,-0.312755585845338,0.579,0.667,2.90812507170569e-61,"0","Eif4g2"
9.85937964923474e-66,-0.29566597425769,0.025,0.101,3.18310071975544e-61,"0","Samd5"
1.13912510800263e-65,-0.294767538832931,0.5,0.626,3.67766541118649e-61,"0","Cox6c"
1.71835688975809e-65,0.313804410909537,0.575,0.446,5.54771521858398e-61,"0","Pou3f2"
1.8837174306668e-65,-0.323081118503795,0.431,0.558,6.08158172490775e-61,"0","Eef1g"
3.21897567868884e-65,0.386622766843538,0.324,0.223,1.03924629786469e-60,"0","Gm11149"
3.6142914687995e-65,-0.36027117732168,0.522,0.634,1.16687400070192e-60,"0","Lhx2"
3.66777204096931e-65,0.279226844148347,0.795,0.683,1.18414020342694e-60,"0","Elavl3"
3.86137638049331e-65,-0.285432682130078,0.306,0.459,1.24664536444226e-60,"0","Cnbp"
5.58338854863799e-65,0.606639612735247,0.385,0.285,1.80259699292778e-60,"0","Slc4a4"
6.59861039366333e-65,-0.278163494441954,0.25,0.395,2.13036136559421e-60,"0","Hdgf"
1.26085273174574e-64,-0.298802575369517,0.377,0.515,4.07066304444111e-60,"0","Map1lc3b"
1.37308622596201e-64,-0.312145128675319,0.028,0.105,4.43300888051836e-60,"0","Ccdc80"
1.96107855980545e-64,-0.339411888903541,0.431,0.554,6.33134213033191e-60,"0","Pkm"
3.294869925589e-64,0.344431607136415,0.151,0.078,1.06374875547641e-59,"0","Slc7a14"
3.53356824655695e-64,-0.285498975080399,0.303,0.451,1.14081250840091e-59,"0","Cox7b"
8.00428371459954e-64,-0.527950176910158,0.994,0.993,2.58418299725846e-59,"0","Tmsb4x"
8.05340773036272e-64,-0.255386724935795,0.039,0.121,2.6000426857476e-59,"0","Nalcn"
1.13543203924427e-63,-0.363600043121462,0.412,0.521,3.66574233870014e-59,"0","Hnrnpab"
2.77458293613849e-63,-0.548550139860005,0.162,0.277,8.95774100932311e-59,"0","Pdzrn3"
6.03489941824032e-63,0.556397888558067,0.328,0.241,1.94836727717889e-58,"0","Nrip1"
6.33506206531443e-63,-0.305126882284998,0.147,0.265,2.04527478778677e-58,"0","Pknox2"
6.42406327592448e-63,0.263531630690739,0.828,0.754,2.07400882863222e-58,"0","Kif5c"
8.4234927830851e-63,-0.453441964687101,0.066,0.156,2.71952464501902e-58,"0","Prc1"
9.11423974231737e-63,-0.313821550903749,0.189,0.316,2.94253230080716e-58,"0","Cited2"
9.9945523967413e-63,-0.417095446161918,0.893,0.917,3.22674124128793e-58,"0","Nnat"
1.09023336632902e-62,-0.286940461577768,0.062,0.154,3.51981842319323e-58,"0","Siah3"
1.10174786046048e-62,0.338361139861966,0.174,0.097,3.55699296749667e-58,"0","Ppp1r16b"
1.67830692958594e-62,-0.32880785066661,0.026,0.1,5.41841392216819e-58,"0","Pde1a"
2.45958101057857e-62,-0.268209597116851,0.286,0.433,7.94075729265293e-58,"0","Pabpc1"
2.78484001929527e-62,-0.313878025994729,0.084,0.183,8.99085600229478e-58,"0","Fndc3b"
5.23363537642949e-62,-0.423365999772402,0.22,0.346,1.68967918128026e-57,"0","Gm35188"
9.15474071472124e-62,-0.250171787815977,0.05,0.137,2.95560803974775e-57,"0","Lhfpl2"
1.78538993049634e-61,-0.273746027763497,0.212,0.349,5.76413139060742e-57,"0","Hes6"
2.62140531320044e-61,-0.328752523214321,0.989,0.99,8.46320705366764e-57,"0","Ptma"
2.71814484622236e-61,-0.348868967043598,0.083,0.181,8.77553063602889e-57,"0","Tnfrsf19"
2.94149832213849e-61,-0.541615488349511,0.063,0.151,9.49662733302412e-57,"0","Mast4"
3.24669646933083e-61,-0.327228871206026,0.133,0.247,1.04819595512346e-56,"0","Cacnb2"
3.31613322655668e-61,-0.31218937653271,0.101,0.206,1.07061361219382e-56,"0","Dpyd"
4.81658108072442e-61,-0.403891643679851,0.047,0.13,1.55503320191188e-56,"0","Id3"
4.87702514037311e-61,-0.251652710702583,0.19,0.322,1.57454756656946e-56,"0","Elp4"
5.45106479850948e-61,0.417821184629568,0.378,0.291,1.75987627019879e-56,"0","Fbxo10"
6.6534689211198e-61,-0.287988798780582,0.473,0.602,2.14807244118353e-56,"0","Atp5a1"
1.25087552671024e-60,0.274696613010482,0.153,0.08,4.03845163798402e-56,"0","Gm15810"
3.27993194484815e-60,-0.254127237969554,0.314,0.465,1.05892602839422e-55,"0","Tma7"
3.46725738385402e-60,-0.296403857704884,0.162,0.283,1.11940404637727e-55,"0","Prkd1"
3.65731054165061e-60,-0.268858201881768,0.141,0.257,1.1807627083719e-55,"0","Flnb"
8.00093139087332e-60,-0.287784832645234,0.052,0.137,2.58310069954345e-55,"0","Grik4"
1.10061011221079e-59,-0.266358611277654,0.384,0.526,3.55331974727252e-55,"0","Vcp"
1.21654932824316e-59,-0.317421291961,0.619,0.705,3.92762950623303e-55,"0","Hmgn1"
1.64718735321173e-59,0.335814155744946,0.679,0.604,5.31794436984406e-55,"0","Id2"
1.85304581022905e-59,0.391547356519236,0.344,0.255,5.98255839832449e-55,"0","Aig1"
2.02138736676036e-59,-0.285957025538475,0.558,0.655,6.52604911358584e-55,"0","Ywhaq"
3.07085021457057e-59,0.357526485551387,0.467,0.386,9.9142399177411e-55,"0","Tiam1"
3.15559966042901e-59,0.282492077447834,0.132,0.066,1.01878535036951e-54,"0","Ndrg1"
4.74573540113804e-59,-0.263805940526492,0.319,0.461,1.53216067425742e-54,"0","Bzw1"
7.25177426175944e-59,-0.256971510071442,0.342,0.492,2.34123532040904e-54,"0","Snrpb"
7.72289008128225e-59,0.396249356917146,0.125,0.06,2.49333506274197e-54,"0","Fgf1"
9.74693816902592e-59,-0.281851683296988,0.537,0.637,3.14679898787002e-54,"0","Slc25a4"
1.27134699587102e-58,0.380743046783495,0.369,0.283,4.10454377616958e-54,"0","Rab11fip4"
4.17160688666229e-58,-0.26013994555243,0.236,0.371,1.34680328335892e-53,"0","Tmem178"
5.1010878298046e-58,0.278898697677963,0.65,0.556,1.64688620585242e-53,"0","Sgip1"
6.82364700089639e-58,0.349281004353585,0.161,0.089,2.2030144342394e-53,"0","Gnal"
9.05747004029814e-58,-0.871746570644502,0.095,0.188,2.92420420251025e-53,"0","Dlgap2"
1.19450298348778e-57,-0.706051826890991,0.045,0.123,3.85645288219028e-53,"0","Galntl6"
2.25329117577567e-57,-0.308509966087358,0.412,0.542,7.27475056099174e-53,"0","Ubc"
3.34726953762949e-57,-0.288137231115333,0.395,0.516,1.08066597022368e-52,"0","Anp32a"
5.19938652730002e-57,-0.296515102618233,0.536,0.647,1.67862194033881e-52,"0","Hnrnpa3"
6.83641204334842e-57,-0.283172135503585,0.035,0.108,2.20713562819504e-52,"0","Pbk"
7.04833898867458e-57,-0.34365454754932,0.361,0.5,2.27555624249359e-52,"0","Sept7"
8.58935786988385e-57,-0.276745700229056,0.419,0.55,2.773074188292e-52,"0","Cox6a1"
8.86496471881204e-57,-0.35101801704632,0.038,0.112,2.86205385946847e-52,"0","Pclaf"
1.95797476503346e-56,-0.257388063260812,0.398,0.54,6.32132152891051e-52,"0","Sumo1"
2.8231661844343e-56,-0.281540978787107,0.037,0.112,9.11459202644615e-52,"0","Gpr158"
4.39524764110832e-56,0.395763622531939,0.419,0.328,1.41900570093182e-51,"0","Ntng2"
7.81851234768225e-56,-0.257961669620947,0.386,0.529,2.52420671144921e-51,"0","Sarnp"
8.16727765464587e-56,-0.311034349720082,0.04,0.114,2.63680559080242e-51,"0","Mt1"
1.0601630284124e-55,-0.253145273086962,0.281,0.425,3.42273633722945e-51,"0","Rif1"
1.07351402115452e-55,-0.257434497632366,0.361,0.501,3.46584001729738e-51,"0","1110004F10Rik"
1.46372757621155e-55,0.271392438127702,0.658,0.571,4.725644479799e-51,"0","Dock4"
1.48438535199756e-55,-0.355333791149626,0.339,0.475,4.79233810892411e-51,"0","Sema6d"
2.66230584714014e-55,-0.263184323120568,0.361,0.495,8.59525442749196e-51,"0","Atp5md"
2.93563368667919e-55,-0.262378232332465,0.214,0.344,9.47769335744376e-51,"0","Satb1"
4.01222967959432e-55,-0.256457799428821,0.189,0.313,1.29534835205703e-50,"0","Fam210b"
5.04364094704568e-55,-0.255513087685889,0.277,0.413,1.6283394797537e-50,"0","Crip2"
6.71582267526024e-55,-0.264889168591242,0.378,0.511,2.16820335070777e-50,"0","Atp6v1g1"
7.32655559263916e-55,-0.36647934402287,0.031,0.101,2.36537847308355e-50,"0","Kctd16"
9.76201471444071e-55,-0.326557826202683,0.149,0.258,3.15166645055718e-50,"0","Znrf3"
9.78933663723145e-55,0.364616629125385,0.384,0.298,3.16048733333017e-50,"0","Rundc3b"
1.53890674086527e-54,0.365199815014505,0.398,0.317,4.96836041288352e-50,"0","L1cam"
2.7279448904668e-54,-0.287530820757735,0.058,0.14,8.80717007887208e-50,"0","Slc44a5"
2.90198621977122e-54,-0.250888997019505,0.365,0.507,9.36906251053137e-50,"0","Eif2s2"
3.48323778243816e-54,0.31570316215664,0.586,0.512,1.12456331806016e-49,"0","Pde10a"
3.53538192955348e-54,-0.255226216676423,0.321,0.461,1.14139805595634e-49,"0","Pfn2"
8.29308035093621e-54,-0.283442345689979,0.385,0.507,2.67742099129976e-49,"0","H2afy"
9.6528149477623e-54,0.317282319390811,0.51,0.422,3.11641130588506e-49,"0","Snhg14"
1.27605145609447e-53,-0.338451322019105,0.184,0.298,4.11973212600099e-49,"0","Adam23"
1.31221613889864e-53,-0.305740878700215,0.385,0.525,4.23648980443427e-49,"0","Cpe"
2.66768333630165e-53,-0.386525534584562,0.348,0.482,8.61261565124987e-49,"0","Cdh10"
3.35349306671529e-53,-0.387041722234683,0.172,0.284,1.08267523658903e-48,"0","9630028H03Rik"
5.49397392923029e-53,-0.303495377565327,0.047,0.123,1.773729483052e-48,"0","Birc5"
6.52378986776452e-53,-0.373041417069083,0.493,0.586,2.10620555880777e-48,"0","Mif"
8.22034060001108e-53,-0.271615479288562,0.164,0.279,2.65393696271358e-48,"0","H2afx"
9.0769486295218e-53,-0.270538048610423,0.401,0.523,2.93049286504111e-48,"0","Eid1"
1.07860244998146e-52,0.299012102824475,0.758,0.7,3.48226800976515e-48,"0","Bach2"
1.08776555679312e-52,0.400129925621169,0.559,0.467,3.51185110010659e-48,"0","Luzp2"
1.54904501919315e-52,-0.27438092961406,0.645,0.727,5.00109184446508e-48,"0","Srsf3"
2.27856880982994e-52,-0.269491313163906,0.034,0.103,7.35635940253595e-48,"0","Id1"
2.40694554270294e-52,-0.33321052697462,0.465,0.596,7.77082368461644e-48,"0","Pou2f1"
2.53424120412248e-52,-0.26461209832745,0.357,0.485,8.18179772750944e-48,"0","Ndufb9"
2.61011856618815e-52,-0.255153863059806,0.37,0.511,8.42676779093844e-48,"0","Cbx5"
